city,city_ibge_code,confirmed,confirmed_per_100k_inhabitants,date,death_rate,deaths,estimated_population_2019,is_last,order_for_place,place_type,state
Indaial,4207502,1,1.4404,2020-04-04,,0,69425,TRUE,7,city,SC
Irati,4207858,1,51.81347,2020-04-04,,0,1930,TRUE,2,city,SC
Itajaí,4208203,20,9.11012,2020-04-04,,0,219536,TRUE,15,city,SC
Itapema,4208302,2,3.06222,2020-04-04,,0,65312,TRUE,10,city,SC
Jaguaruna,4208807,2,9.98801,2020-04-04,,0,20024,TRUE,15,city,SC
Jaraguá do Sul,4208906,5,2.81378,2020-04-04,,0,177697,TRUE,16,city,SC
Joaçaba,4209003,1,3.32027,2020-04-04,,0,30118,TRUE,3,city,SC
Joinville,4209102,18,3.04844,2020-04-04,0.0556,1,590466,TRUE,23,city,SC
Lages,4209300,3,1.90423,2020-04-04,,0,157544,TRUE,14,city,SC
Laguna,4209409,1,2.18274,2020-04-04,,0,45814,TRUE,12,city,SC
Mafra,4210100,1,1.77645,2020-04-04,,0,56292,TRUE,2,city,SC
Morro da Fumaça,4211207,1,5.61924,2020-04-04,,0,17796,TRUE,2,city,SC
Navegantes,4211306,4,4.90948,2020-04-04,,0,81475,TRUE,16,city,SC
Palhoça,4211900,2,1.16416,2020-04-04,,0,171797,TRUE,2,city,SC
Papanduva,4212205,2,10.35197,2020-04-04,,0,19320,TRUE,8,city,SC
Paulo Lopes,4212304,1,13.34401,2020-04-04,,0,7494,TRUE,3,city,SC
Pescaria Brava,4212650,1,9.90982,2020-04-04,,0,10091,TRUE,6,city,SC
Pomerode,4213203,1,2.9898,2020-04-04,,0,33447,TRUE,16,city,SC
Porto Belo,4213500,4,18.70208,2020-04-04,,0,21388,TRUE,13,city,SC
Rancho Queimado,4214300,2,69.4927,2020-04-04,,0,2878,TRUE,22,city,SC
São Francisco do Sul,4216206,2,3.79355,2020-04-04,,0,52721,TRUE,8,city,SC
São José,4216602,14,5.67753,2020-04-04,0.0714,1,246586,TRUE,17,city,SC
São Lourenço do Oeste,4216909,1,4.15351,2020-04-04,,0,24076,TRUE,9,city,SC
São Ludgero,4217006,3,22.37136,2020-04-04,,0,13410,TRUE,11,city,SC
São Pedro de Alcântara,4217253,1,17.17328,2020-04-04,,0,5823,TRUE,11,city,SC
Siderópolis,4217600,2,14.27857,2020-04-04,,0,14007,TRUE,10,city,SC
Sombrio,4217709,1,3.29229,2020-04-04,,0,30374,TRUE,1,city,SC
Tijucas,4218004,1,2.60369,2020-04-04,,0,38407,TRUE,12,city,SC
Timbé do Sul,4218103,1,18.69858,2020-04-04,,0,5348,TRUE,10,city,SC
Tubarão,4218707,16,15.13919,2020-04-04,,0,105686,TRUE,18,city,SC
Urussanga,4219002,2,9.4038,2020-04-04,,0,21268,TRUE,8,city,SC
,42,334,4.66169,2020-04-04,0.015,5,7164788,TRUE,24,state,SC
Aracaju,2800308,28,4.26171,2020-04-04,0.1071,3,657013,TRUE,14,city,SE
Capela,2801306,1,2.92287,2020-04-04,,0,34213,TRUE,3,city,SE
Nossa Senhora da Glória,2804508,1,2.70827,2020-04-04,,0,36924,TRUE,10,city,SE
Propriá,2805703,2,6.75083,2020-04-04,,0,29626,TRUE,11,city,SE
,28,32,1.39209,2020-04-04,0.0938,3,2298696,TRUE,14,state,SE
Adamantina,3500105,1,2.8516,2020-04-04,,0,35068,TRUE,2,city,SP
Águas de Lindóia,3500501,1,5.34616,2020-04-04,,0,18705,TRUE,3,city,SP
Agudos,3500709,1,2.68716,2020-04-04,,0,37214,TRUE,3,city,SP
Americana,3501608,2,0.83473,2020-04-04,,0,239597,TRUE,5,city,SP
Araçatuba,3502804,2,1.01515,2020-04-04,,0,197016,TRUE,5,city,SP
Araraquara,3503208,2,0.8472,2020-04-04,,0,236072,TRUE,3,city,SP
Arujá,3503901,4,4.45315,2020-04-04,0.25,1,89824,TRUE,8,city,SP
Assis,3504008,1,0.95798,2020-04-04,,0,104386,TRUE,3,city,SP
Atibaia,3504107,2,1.40094,2020-04-04,,0,142761,TRUE,2,city,SP
Barueri,3505708,28,10.21219,2020-04-04,0.0357,1,274182,TRUE,12,city,SP
Bauru,3506003,2,0.53076,2020-04-04,,0,376818,TRUE,5,city,SP
Brodowski,3507803,1,4.00978,2020-04-04,,0,24939,TRUE,6,city,SP
Cachoeira Paulista,3508603,1,3.00057,2020-04-04,,0,33327,TRUE,5,city,SP
Caieiras,3509007,19,18.72475,2020-04-04,0.0526,1,101470,TRUE,9,city,SP
Cajamar,3509205,1,1.30207,2020-04-04,,0,76801,TRUE,6,city,SP
Campinas,3509502,24,1.99323,2020-04-04,0.0417,1,1204073,TRUE,12,city,SP
Carapicuíba,3510609,11,2.74364,2020-04-04,0.0909,1,400927,TRUE,14,city,SP
Cotia,3513009,27,10.83424,2020-04-04,0.0741,2,249210,TRUE,12,city,SP
Cravinhos,3513108,1,2.8335,2020-04-04,1,1,35292,TRUE,2,city,SP
Diadema,3513801,20,4.71827,2020-04-04,0.05,1,423884,TRUE,7,city,SP
Dracena,3514403,1,2.13707,2020-04-04,,0,46793,TRUE,3,city,SP
Embu das Artes,3515004,18,6.57592,2020-04-04,0.0556,1,273726,TRUE,9,city,SP
Ferraz de Vasconcelos,3515707,14,7.20624,2020-04-04,,0,194276,TRUE,16,city,SP
Franca,3516200,2,0.56627,2020-04-04,,0,353187,TRUE,3,city,SP
Francisco Morato,3516309,7,3.9808,2020-04-04,,0,175844,TRUE,3,city,SP
Franco da Rocha,3516408,6,3.88377,2020-04-04,0.1667,1,154489,TRUE,5,city,SP
Guarujá,3518701,3,0.93616,2020-04-04,,0,320459,TRUE,5,city,SP
Guarulhos,3518800,52,3.77035,2020-04-04,0.0385,2,1379182,TRUE,13,city,SP
Hortolândia,3519071,1,0.43318,2020-04-04,,0,230851,TRUE,10,city,SP
Importados/Indefinidos,,69,,2020-04-04,,0,,TRUE,11,city,SP
Indaiatuba,3520509,2,0.79483,2020-04-04,,0,251627,TRUE,4,city,SP
Iracemápolis,3521408,1,4.12626,2020-04-04,,0,24235,TRUE,9,city,SP
Itanhaém,3522109,2,1.96433,2020-04-04,,0,101816,TRUE,4,city,SP
Itapecerica da Serra,3522208,6,3.41505,2020-04-04,0.1667,1,175693,TRUE,5,city,SP
Itapevi,3522505,6,2.52419,2020-04-04,,0,237700,TRUE,6,city,SP
Itaquaquecetuba,3523107,9,2.42705,2020-04-04,,0,370821,TRUE,5,city,SP
Itararé,3523206,1,1.98008,2020-04-04,,0,50503,TRUE,3,city,SP
Itu,3523909,1,0.57491,2020-04-04,,0,173939,TRUE,3,city,SP
Itupeva,3524006,1,1.6326,2020-04-04,,0,61252,TRUE,6,city,SP
Jaboticabal,3524303,3,3.88284,2020-04-04,0.3333,1,77263,TRUE,2,city,SP
Jaguariúna,3524709,1,1.73949,2020-04-04,,0,57488,TRUE,12,city,SP
Jandira,3525003,2,1.60081,2020-04-04,,0,124937,TRUE,6,city,SP
Jaú,3525300,1,0.66555,2020-04-04,,0,150252,TRUE,3,city,SP
Jundiaí,3525904,6,1.43211,2020-04-04,,0,418962,TRUE,9,city,SP
Lençóis Paulista,3526803,1,1.4613,2020-04-04,,0,68432,TRUE,5,city,SP
Limeira,3526902,2,0.65335,2020-04-04,,0,306114,TRUE,4,city,SP
Louveira,3527306,1,2.04562,2020-04-04,,0,48885,TRUE,8,city,SP
Mairiporã,3528502,3,2.99464,2020-04-04,,0,100179,TRUE,8,city,SP
Marília,3529005,1,0.41862,2020-04-04,,0,238882,TRUE,2,city,SP
Matão,3529302,2,2.40471,2020-04-04,,0,83170,TRUE,5,city,SP
Mauá,3529401,10,2.11456,2020-04-04,,0,472912,TRUE,14,city,SP
Mogi das Cruzes,3530607,16,3.58872,2020-04-04,0.0625,1,445842,TRUE,10,city,SP
Mogi Guaçu,3530706,1,0.65838,2020-04-04,,0,151888,TRUE,5,city,SP
Nova Odessa,3533403,0,,2020-04-04,,0,60174,TRUE,5,city,SP
Osasco,3534401,57,8.1613,2020-04-04,0.0526,3,698418,TRUE,11,city,SP
Paulínia,3536505,1,0.91388,2020-04-04,,0,109424,TRUE,6,city,SP
Penápolis,3537305,1,1.57711,2020-04-04,,0,63407,TRUE,6,city,SP
Piracicaba,3538709,5,1.23719,2020-04-04,,0,404142,TRUE,6,city,SP
Pirajuí,3538907,1,3.9228,2020-04-04,,0,25492,TRUE,5,city,SP
Poá,3539806,3,2.55423,2020-04-04,,0,117452,TRUE,9,city,SP
Porto Feliz,3540606,1,1.88331,2020-04-04,,0,53098,TRUE,6,city,SP
Praia Grande,3541000,2,0.61525,2020-04-04,,0,325073,TRUE,4,city,SP
Promissão,3541604,1,2.47329,2020-04-04,,0,40432,TRUE,2,city,SP
Ribeirão Pires,3543303,4,3.24167,2020-04-04,,0,123393,TRUE,9,city,SP
Ribeirão Preto,3543402,15,2.13282,2020-04-04,0.0667,1,703293,TRUE,8,city,SP
Rio Claro,3543907,1,0.48444,2020-04-04,,0,206424,TRUE,9,city,SP
Salto de Pirapora,3545308,1,2.20158,2020-04-04,,0,45422,TRUE,5,city,SP
Santa Isabel,3546801,1,1.74259,2020-04-04,,0,57386,TRUE,5,city,SP
Santana de Parnaíba,3547304,22,15.7766,2020-04-04,,0,139447,TRUE,21,city,SP
Santo André,3547809,70,9.73882,2020-04-04,0.0286,2,718773,TRUE,14,city,SP
Santos,3548500,55,12.69296,2020-04-04,,0,433311,TRUE,6,city,SP
São Bernardo do Campo,3548708,70,8.3439,2020-04-04,0.0571,4,838936,TRUE,14,city,SP
São Caetano do Sul,3548807,36,22.34262,2020-04-04,0.0278,1,161127,TRUE,14,city,SP
São José do Rio Pardo,3549706,1,1.81997,2020-04-04,,0,54946,TRUE,5,city,SP
São José do Rio Preto,3549805,7,1.51952,2020-04-04,,0,460671,TRUE,12,city,SP
São José dos Campos,3549904,20,2.7703,2020-04-04,,0,721944,TRUE,11,city,SP
São Paulo,3550308,3202,26.13446,2020-04-04,0.0581,186,12252023,TRUE,30,city,SP
São Pedro,3550407,0,,2020-04-04,,0,35653,TRUE,6,city,SP
São Sebastião,3550704,3,3.37154,2020-04-04,0.3333,1,88980,TRUE,9,city,SP
São Vicente,3551009,4,1.0935,2020-04-04,,0,365798,TRUE,5,city,SP
Sorocaba,3552205,8,1.17755,2020-04-04,0.25,2,679378,TRUE,7,city,SP
Suzano,3552502,6,2.01588,2020-04-04,0.1667,1,297637,TRUE,11,city,SP
Taboão da Serra,3552809,34,11.73774,2020-04-04,0.0294,1,289664,TRUE,9,city,SP
Tatuí,3554003,1,0.82125,2020-04-04,,0,121766,TRUE,8,city,SP
Taubaté,3554102,1,0.31754,2020-04-04,,0,314924,TRUE,11,city,SP
Valinhos,3556206,3,2.32211,2020-04-04,,0,129193,TRUE,9,city,SP
Vargem Grande Paulista,3556453,4,7.605,2020-04-04,0.25,1,52597,TRUE,10,city,SP
Vinhedo,3556701,1,1.2702,2020-04-04,,0,78728,TRUE,5,city,SP
Votorantim,3557006,2,1.63292,2020-04-04,,0,122480,TRUE,5,city,SP
Votuporanga,3557105,1,1.05768,2020-04-04,,0,94547,TRUE,5,city,SP
,35,4466,9.72581,2020-04-04,0.0582,260,45919049,TRUE,37,state,SP
Araguaína,1702109,4,2.21643,2020-04-04,,0,180470,TRUE,9,city,TO
Dianópolis,1707009,1,4.51692,2020-04-04,,,22139,TRUE,1,city,TO
Palmas,1721000,11,3.67737,2020-04-04,,0,299127,TRUE,17,city,TO
,17,16,1.01725,2020-04-04,,0,1572866,TRUE,16,state,TO
Acrelândia,1200013,9,58.99318,2020-04-03,,0,15256,FALSE,6,city,AC
Porto Acre,1200807,1,5.40424,2020-04-03,,0,18504,FALSE,6,city,AC
Rio Branco,1200401,36,8.83828,2020-04-03,,0,407319,FALSE,18,city,AC
,12,46,5.2158,2020-04-03,,0,881935,FALSE,18,state,AC
Importados/Indefinidos,,4,,2020-04-03,,0,,FALSE,6,city,AL
Maceió,2704302,17,1.66839,2020-04-03,0.1176,2,1018948,FALSE,24,city,AL
Marechal Deodoro,2704708,1,1.92675,2020-04-03,,0,51901,FALSE,1,city,AL
Porto Real do Colégio,2707503,1,4.98355,2020-04-03,,0,20066,FALSE,10,city,AL
,27,23,0.68917,2020-04-03,0.087,2,3337357,FALSE,24,state,AL
Anori,1300102,1,4.75964,2020-04-03,,0,21010,FALSE,6,city,AM
Boca do Acre,1300706,1,2.91477,2020-04-03,,0,34308,FALSE,9,city,AM
Careiro da Várzea,1301159,1,3.30852,2020-04-03,,0,30225,FALSE,4,city,AM
Itacoatiara,1301902,4,3.94723,2020-04-03,,0,101337,FALSE,6,city,AM
Manacapuru,1302504,10,10.26937,2020-04-03,0.1,1,97377,FALSE,8,city,AM
Manaus,1302603,232,10.62873,2020-04-03,0.0216,5,2182763,FALSE,18,city,AM
Novo Airão,1303205,1,5.14033,2020-04-03,,0,19454,FALSE,5,city,AM
Parintins,1303403,3,2.62529,2020-04-03,0.3333,1,114273,FALSE,12,city,AM
Santo Antônio do Içá,1303700,4,18.5168,2020-04-03,,0,21602,FALSE,9,city,AM
Tonantins,1304237,3,15.99573,2020-04-03,,0,18755,FALSE,2,city,AM
,13,260,6.27323,2020-04-03,0.0269,7,4144597,FALSE,18,state,AM
Macapá,1600303,19,3.77488,2020-04-03,,0,503327,FALSE,15,city,AP
,16,19,2.24658,2020-04-03,,0,845731,FALSE,15,state,AP
Alagoinhas,2900702,3,1.97894,2020-04-03,,0,151596,FALSE,9,city,BA
Barra,2902708,1,1.86644,2020-04-03,,0,53578,FALSE,4,city,BA
Barra do Rocha,2903102,1,17.50088,2020-04-03,,0,5714,FALSE,3,city,BA
Barreiras,2903201,1,0.64334,2020-04-03,,0,155439,FALSE,13,city,BA
Belmonte,2903409,1,4.28669,2020-04-03,,0,23328,FALSE,2,city,BA
Brumado,2904605,5,7.44103,2020-04-03,,0,67195,FALSE,12,city,BA
Camaçari,2905701,4,1.3372,2020-04-03,,0,299132,FALSE,15,city,BA
Canarana,2906204,1,3.82029,2020-04-03,,0,26176,FALSE,10,city,BA
Candeias,2906501,1,1.14842,2020-04-03,,0,87076,FALSE,4,city,BA
Catu,2907509,0,,2020-04-03,,0,54704,FALSE,4,city,BA
Coaraci,2908002,1,5.88478,2020-04-03,,0,16993,FALSE,4,city,BA
Conceição do Jacuípe,2908507,1,3.01632,2020-04-03,,0,33153,FALSE,13,city,BA
Conde,2908606,1,3.87042,2020-04-03,,0,25837,FALSE,11,city,BA
Dias d'Ávila,2910057,1,1.23321,2020-04-03,,0,81089,FALSE,5,city,BA
Feira de Santana,2910800,22,3.57798,2020-04-03,,0,614872,FALSE,27,city,BA
Ilhéus,2913606,8,4.92832,2020-04-03,,0,162327,FALSE,10,city,BA
Importados/Indefinidos,,0,,2020-04-03,,0,,FALSE,11,city,BA
Ipiaú,2913903,1,2.17993,2020-04-03,,0,45873,FALSE,8,city,BA
Itabuna,2914802,5,2.34496,2020-04-03,,0,213223,FALSE,16,city,BA
Itagibá,2915205,1,6.85918,2020-04-03,,0,14579,FALSE,7,city,BA
Itajuípe,2915502,3,14.64057,2020-04-03,,0,20491,FALSE,4,city,BA
Itamaraju,2915601,1,1.55072,2020-04-03,,0,64486,FALSE,6,city,BA
Itororó,2917102,4,19.62516,2020-04-03,,0,20382,FALSE,6,city,BA
Jequié,2918001,1,0.64117,2020-04-03,,0,155966,FALSE,12,city,BA
Juazeiro,2918407,2,0.92291,2020-04-03,,0,216707,FALSE,12,city,BA
Lauro de Freitas,2919207,12,6.04717,2020-04-03,,0,198440,FALSE,16,city,BA
Medeiros Neto,2921104,1,4.40762,2020-04-03,,0,22688,FALSE,4,city,BA
Nova Soure,2922904,1,3.71099,2020-04-03,,0,26947,FALSE,5,city,BA
Pojuca,2925204,1,2.53043,2020-04-03,,0,39519,FALSE,6,city,BA
Porto Seguro,2925303,10,6.72558,2020-04-03,,0,148686,FALSE,19,city,BA
Prado,2925501,4,14.19749,2020-04-03,,0,28174,FALSE,18,city,BA
Salvador,2927408,183,6.3711,2020-04-03,0.0273,5,2872347,FALSE,21,city,BA
Santa Cruz Cabrália,2927705,2,7.19994,2020-04-03,,0,27778,FALSE,2,city,BA
São Domingos,2928950,1,11.03996,2020-04-03,,0,9058,FALSE,10,city,BA
Teixeira de Freitas,2931350,3,1.86931,2020-04-03,,0,160487,FALSE,11,city,BA
Utinga,2932804,1,5.21431,2020-04-03,1,1,19178,FALSE,1,city,BA
Vitória da Conquista,2933307,1,0.29544,2020-04-03,,0,338480,FALSE,3,city,BA
,29,290,1.94983,2020-04-03,0.0207,6,14873064,FALSE,27,state,BA
Brasília,5300108,419,13.89595,2020-04-03,0.0143,6,3015268,FALSE,27,city,DF
,53,419,13.89595,2020-04-03,0.0143,6,3015268,FALSE,27,state,DF
Afonso Cláudio,3200102,1,3.26947,2020-04-03,,0,30586,FALSE,3,city,ES
Alto Rio Novo,3200359,0,,2020-04-03,,0,7836,FALSE,4,city,ES
Aracruz,3200607,2,1.97589,2020-04-03,,0,101220,FALSE,3,city,ES
Cachoeiro de Itapemirim,3201209,1,0.47853,2020-04-03,,0,208972,FALSE,15,city,ES
Cariacica,3201308,14,3.67179,2020-04-03,,0,381285,FALSE,15,city,ES
Castelo,3201407,2,5.3285,2020-04-03,,0,37534,FALSE,9,city,ES
Colatina,3201506,1,0.81633,2020-04-03,,0,122499,FALSE,1,city,ES
Fundão,3202207,1,4.64922,2020-04-03,,0,21509,FALSE,2,city,ES
Guarapari,3202405,3,2.40271,2020-04-03,,0,124859,FALSE,7,city,ES
Importados/Indefinidos,,0,,2020-04-03,,0,,FALSE,11,city,ES
Itapemirim,3202801,1,2.91138,2020-04-03,,0,34348,FALSE,7,city,ES
Linhares,3203205,7,4.0333,2020-04-03,,0,173555,FALSE,16,city,ES
Santa Teresa,3204609,1,4.23908,2020-04-03,,0,23590,FALSE,12,city,ES
São Mateus,3204906,3,2.2969,2020-04-03,,0,130611,FALSE,6,city,ES
São Roque do Canaã,3204955,1,8.05477,2020-04-03,,0,12415,FALSE,8,city,ES
Serra,3205002,27,5.21729,2020-04-03,0.037,1,517510,FALSE,12,city,ES
Sooretama,3205010,2,6.65115,2020-04-03,,0,30070,FALSE,2,city,ES
Viana,3205101,1,1.27813,2020-04-03,,0,78239,FALSE,4,city,ES
Vila Velha,3205200,46,9.3148,2020-04-03,0.0435,2,493838,FALSE,16,city,ES
Vitória,3205309,39,10.77059,2020-04-03,0.0513,2,362097,FALSE,16,city,ES
,32,153,3.80725,2020-04-03,0.0327,5,4018650,FALSE,30,state,ES
Águas Lindas de Goiás,5200258,1,0.47072,2020-04-03,,0,212440,FALSE,7,city,GO
Anápolis,5201108,4,1.0338,2020-04-03,,0,386923,FALSE,18,city,GO
Aparecida de Goiânia,5201405,4,0.69183,2020-04-03,,0,578179,FALSE,16,city,GO
Bom Jesus de Goiás,5203500,1,3.96574,2020-04-03,,0,25216,FALSE,1,city,GO
Caldas Novas,5204508,0,,2020-04-03,,0,91162,FALSE,3,city,GO
Campestre de Goiás,5204607,1,27.54821,2020-04-03,,0,3630,FALSE,3,city,GO
Catalão,5205109,1,0.91892,2020-04-03,,0,108823,FALSE,13,city,GO
Cidade Ocidental,5205497,1,1.40103,2020-04-03,,0,71376,FALSE,3,city,GO
Goianésia,5208608,1,1.42686,2020-04-03,,0,70084,FALSE,7,city,GO
Goiânia,5208707,50,3.29791,2020-04-03,0.02,1,1516113,FALSE,22,city,GO
Hidrolândia,5209705,0,,2020-04-03,,0,21706,FALSE,8,city,GO
Importados/Indefinidos,,1,,2020-04-03,,0,,FALSE,15,city,GO
Itumbiara,5211503,2,1.90945,2020-04-03,,0,104742,FALSE,5,city,GO
Jataí,5211909,2,1.98251,2020-04-03,,0,100882,FALSE,16,city,GO
Luziânia,5212501,1,0.48008,2020-04-03,1,1,208299,FALSE,10,city,GO
Nova Veneza,5215009,1,10.14919,2020-04-03,,0,9853,FALSE,1,city,GO
Paranaiguara,5216304,1,9.94332,2020-04-03,,0,10057,FALSE,4,city,GO
Rio Verde,5218805,7,2.97054,2020-04-03,,0,235647,FALSE,22,city,GO
São Luís de Montes Belos,5220108,1,2.95709,2020-04-03,,0,33817,FALSE,1,city,GO
Senador Canedo,5220454,1,0.86677,2020-04-03,,0,115371,FALSE,1,city,GO
Silvânia,5220603,1,4.83209,2020-04-03,,0,20695,FALSE,10,city,GO
Trindade,5221403,1,0.78371,2020-04-03,,0,127599,FALSE,3,city,GO
Valparaíso de Goiás,5221858,5,2.96792,2020-04-03,,0,168468,FALSE,11,city,GO
,52,88,1.25386,2020-04-03,0.0227,2,7018354,FALSE,23,state,GO
Açailândia,2100055,1,0.88932,2020-04-03,,0,112445,TRUE,3,city,MA
Imperatriz,2105302,1,0.38658,2020-04-03,,0,258682,TRUE,3,city,MA
Paço do Lumiar,2107506,1,0.81835,2020-04-03,,0,122197,TRUE,1,city,MA
São José de Ribamar,2111201,2,1.12557,2020-04-03,,0,177687,TRUE,1,city,MA
São Luís,2111300,82,7.4418,2020-04-03,0.0122,1,1101884,TRUE,15,city,MA
,21,87,1.22965,2020-04-03,0.0115,1,7075181,TRUE,15,state,MA
Alfenas,3101607,1,1.25006,2020-04-03,,0,79996,FALSE,4,city,MG
Araguari,3103504,1,0.85275,2020-04-03,,0,117267,FALSE,3,city,MG
Arcos,3104205,1,2.49426,2020-04-03,,0,40092,FALSE,2,city,MG
Barbacena,3105608,1,0.72826,2020-04-03,,0,137313,FALSE,2,city,MG
Belo Horizonte,3106200,225,8.95676,2020-04-03,0.0133,3,2512070,FALSE,18,city,MG
Betim,3106705,5,1.13807,2020-04-03,,0,439340,FALSE,12,city,MG
Boa Esperança,3107109,1,2.49209,2020-04-03,,0,40127,FALSE,9,city,MG
Bom Despacho,3107406,1,1.97609,2020-04-03,,0,50605,FALSE,12,city,MG
Campo Belo,3111200,1,1.85086,2020-04-03,,0,54029,FALSE,8,city,MG
Campos Altos,3111507,1,6.46789,2020-04-03,,0,15461,FALSE,12,city,MG
Capitólio,3112802,1,11.5848,2020-04-03,,0,8632,FALSE,3,city,MG
Carmo do Cajuru,3114204,1,4.44879,2020-04-03,,0,22478,FALSE,8,city,MG
Contagem,3118601,10,1.50635,2020-04-03,,0,663855,FALSE,12,city,MG
Coronel Fabriciano,3119401,1,0.91029,2020-04-03,,0,109855,FALSE,17,city,MG
Divinópolis,3122306,12,5.03715,2020-04-03,,0,238230,FALSE,25,city,MG
Esmeraldas,3124104,1,1.41739,2020-04-03,,0,70552,FALSE,1,city,MG
Extrema,3125101,1,2.76052,2020-04-03,,0,36225,FALSE,6,city,MG
Governador Valadares,3127701,2,0.71458,2020-04-03,,0,279885,FALSE,9,city,MG
Guimarânia,3128907,1,12.43936,2020-04-03,,0,8039,FALSE,8,city,MG
Importados/Indefinidos,,0,,2020-04-03,,0,,FALSE,13,city,MG
Ipatinga,3131307,1,0.37964,2020-04-03,,0,263410,FALSE,21,city,MG
Itabira,3131703,1,0.83292,2020-04-03,,0,120060,FALSE,1,city,MG
Juiz de Fora,3136702,30,5.27358,2020-04-03,,0,568873,FALSE,19,city,MG
Lagoa da Prata,3137205,5,9.58497,2020-04-03,,0,52165,FALSE,12,city,MG
Lavras,3138203,1,0.96364,2020-04-03,,0,103773,FALSE,3,city,MG
Manhuaçu,3139409,1,1.10829,2020-04-03,,0,90229,FALSE,5,city,MG
Mariana,3140001,3,4.94039,2020-04-03,0.3333,1,60724,FALSE,14,city,MG
Muriaé,3143906,3,2.75829,2020-04-03,,0,108763,FALSE,6,city,MG
Nova Lima,3144805,30,31.61589,2020-04-03,,0,94889,FALSE,17,city,MG
Patrocínio,3148103,3,3.30553,2020-04-03,,0,90757,FALSE,19,city,MG
Poços de Caldas,3151800,2,1.19476,2020-04-03,,0,167397,FALSE,14,city,MG
Pouso Alegre,3152501,3,1.99022,2020-04-03,,0,150737,FALSE,3,city,MG
Ribeirão das Neves,3154606,1,0.29863,2020-04-03,,0,334858,FALSE,2,city,MG
Sabará,3156700,4,2.93376,2020-04-03,,0,136344,FALSE,8,city,MG
Santa Luzia,3157807,1,0.45634,2020-04-03,,0,219134,FALSE,6,city,MG
Santana do Paraíso,3158953,1,2.88492,2020-04-03,,0,34663,FALSE,2,city,MG
Santo Antônio do Monte,3160405,2,7.0814,2020-04-03,,0,28243,FALSE,2,city,MG
São João del Rei,3162500,3,3.3303,2020-04-03,,0,90082,FALSE,9,city,MG
Serra do Salitre,3166808,1,8.63409,2020-04-03,,0,11582,FALSE,6,city,MG
Sete Lagoas,3167202,2,0.83459,2020-04-03,,0,239639,FALSE,17,city,MG
Timóteo,3168705,1,1.11307,2020-04-03,,0,89842,FALSE,12,city,MG
Toledo,3169109,1,15.97955,2020-04-03,,0,6258,FALSE,2,city,MG
Uberaba,3170107,4,1.19838,2020-04-03,,0,333783,FALSE,14,city,MG
Uberlândia,3170206,24,3.47169,2020-04-03,0.0833,2,691305,FALSE,17,city,MG
Unaí,3170404,1,1.18514,2020-04-03,,0,84378,FALSE,5,city,MG
,31,397,1.8754,2020-04-03,0.0151,6,21168791,FALSE,26,state,MG
Alcinópolis,5000252,1,18.71608,2020-04-03,,0,5343,FALSE,4,city,MS
Batayporã,5002001,4,35.30762,2020-04-03,0.25,1,11329,FALSE,8,city,MS
Campo Grande,5002704,43,4.7992,2020-04-03,,0,895982,FALSE,21,city,MS
Dourados,5003702,6,2.6912,2020-04-03,,0,222949,FALSE,7,city,MS
Nova Andradina,5006200,2,3.67823,2020-04-03,,0,54374,FALSE,4,city,MS
Ponta Porã,5006606,1,1.08078,2020-04-03,,0,92526,FALSE,14,city,MS
Rio Verde de Mato Grosso,5007406,1,5.06432,2020-04-03,,0,19746,FALSE,8,city,MS
Sidrolândia,5007901,1,1.73415,2020-04-03,,0,57665,FALSE,16,city,MS
Três Lagoas,5008305,1,0.8238,2020-04-03,,0,121388,FALSE,3,city,MS
,50,60,2.15906,2020-04-03,0.0167,1,2778986,FALSE,21,state,MS
Cuiabá,5103403,25,4.08132,2020-04-03,,0,612547,FALSE,11,city,MT
Lucas do Rio Verde,5105259,1,1.52593,2020-04-03,1,1,65534,FALSE,2,city,MT
Nova Monte Verde,5108956,1,10.89562,2020-04-03,,0,9178,FALSE,9,city,MT
Rondonópolis,5107602,6,2.58075,2020-04-03,,0,232491,FALSE,5,city,MT
Sinop,5107909,3,2.09796,2020-04-03,,0,142996,FALSE,2,city,MT
Tangará da Serra,5107958,4,3.85542,2020-04-03,,0,103750,FALSE,3,city,MT
Várzea Grande,5108402,4,1.40365,2020-04-03,,0,284971,FALSE,10,city,MT
,51,44,1.26275,2020-04-03,0.0227,1,3484466,FALSE,12,state,MT
Abaetetuba,1500107,1,0.63412,2020-04-03,,0,157698,FALSE,4,city,PA
Altamira,1500602,1,0.87265,2020-04-03,,0,114594,FALSE,1,city,PA
Ananindeua,1500800,9,1.6962,2020-04-03,,0,530598,FALSE,10,city,PA
Barcarena,1501303,1,0.80205,2020-04-03,,0,124680,FALSE,3,city,PA
Belém,1501402,42,2.81361,2020-04-03,,0,1492745,FALSE,17,city,PA
Benevides,1501501,1,1.59396,2020-04-03,,0,62737,FALSE,1,city,PA
Castanhal,1502400,2,0.99605,2020-04-03,,0,200793,FALSE,9,city,PA
Goianésia do Pará,1503093,1,2.47066,2020-04-03,,0,40475,FALSE,1,city,PA
Itaituba,1503606,3,2.96305,2020-04-03,,0,101247,FALSE,9,city,PA
Marabá,1504208,2,0.71595,2020-04-03,,0,279349,FALSE,12,city,PA
Marituba,1504422,1,0.76033,2020-04-03,,0,131521,FALSE,4,city,PA
Novo Progresso,1505031,1,3.88169,2020-04-03,,0,25762,FALSE,1,city,PA
